secs,id,cpu_per,cpu_mem,gpu_mem,gpu_per,generation_throughput,prompt_eval_throughput
15960,conversational_68,285.34482758616815,1041.08984375,2109.578125,0.0,2.69,9.63
15961,conversational_68,285.34482758616815,1041.08984375,2109.578125,0.0,2.69,9.63
15962,conversational_68,297.36180904519085,1041.08984375,2109.578125,0.0,2.69,9.63
15963,conversational_68,297.36180904519085,1041.08984375,2109.578125,0.0,2.69,9.63
15964,conversational_68,307.0312499999676,1041.08984375,2109.578125,0.0,2.69,9.63
15965,conversational_68,307.0312499999676,1041.08984375,2109.578125,0.0,2.69,9.63
15966,conversational_68,314.7590361445484,1041.08984375,2109.578125,0.0,2.69,9.63
15967,conversational_68,314.7590361445484,1041.08984375,2109.578125,0.0,2.69,9.63
15968,conversational_68,321.0766423357387,1041.08984375,2109.578125,0.0,2.69,9.63
15969,conversational_68,321.0766423357387,1041.08984375,2109.578125,0.0,2.69,9.63
15970,conversational_68,326.0869565217134,1041.08984375,2109.578125,0.0,2.69,9.63
15971,conversational_68,326.0869565217134,1041.08984375,2109.578125,0.0,2.69,9.63
15972,conversational_68,330.55555555553144,1041.08984375,2109.578125,0.0,2.69,9.63
15973,conversational_68,330.55555555553144,1041.08984375,2109.578125,0.0,2.69,9.63
15974,conversational_68,334.3123209168828,1041.08984375,2109.578125,0.0,2.69,9.63
15975,conversational_68,334.3123209168828,1041.08984375,2109.578125,0.0,2.69,9.63
15976,conversational_68,337.63368983955087,1041.08984375,2109.578125,0.0,2.69,9.63
15977,conversational_68,337.63368983955087,1041.08984375,2109.578125,0.0,2.69,9.63
15978,conversational_68,340.5388471177743,1041.08984375,2109.578125,0.0,2.69,9.63
15979,conversational_68,340.5388471177743,1041.08984375,2109.578125,0.0,2.69,9.63
15980,conversational_68,342.89923394222745,1041.08984375,2109.578125,0.0,2.69,9.63
15981,conversational_68,342.89923394222745,1041.08984375,2109.578125,0.0,2.69,9.63
15982,conversational_68,345.1864218141123,1041.08984375,2109.578125,0.0,2.69,9.63
15983,conversational_68,345.1864218141123,1041.08984375,2109.578125,0.0,2.69,9.63
15984,conversational_68,347.12704269897705,1041.08984375,2109.578125,0.0,2.69,9.63
15985,conversational_68,347.12704269897705,1041.08984375,2109.578125,0.0,2.69,9.63
15986,conversational_68,348.9734601902651,1041.08984375,2109.578125,0.0,2.69,9.63
15987,conversational_68,348.9734601902651,1041.08984375,2109.578125,0.0,2.69,9.63
15988,conversational_68,350.5007153075628,1041.08984375,2109.578125,0.0,2.69,9.63
15989,conversational_68,350.5007153075628,1041.08984375,2109.578125,0.0,2.69,9.63
15990,conversational_69,77.0,147.92578125,169.53125,24.9,2.69,9.24
15991,conversational_69,77.0,147.92578125,169.53125,24.9,2.69,9.24
15992,conversational_69,105.29100529093638,1035.859375,580.078125,0.0,2.69,9.24
15993,conversational_69,105.29100529093638,1035.859375,580.078125,0.0,2.69,9.24
15994,conversational_69,192.41379310347241,1040.58984375,844.078125,99.7,2.69,9.24
15995,conversational_69,192.41379310347241,1040.58984375,844.078125,99.7,2.69,9.24
15996,conversational_69,230.7692307692523,1041.10546875,844.078125,26.1,2.69,9.24
15997,conversational_69,230.7692307692523,1041.10546875,844.078125,26.1,2.69,9.24
15998,conversational_69,253.67346938777393,1041.36328125,844.078125,6.3,2.69,9.24
15999,conversational_69,253.67346938777393,1041.36328125,844.078125,6.3,2.69,9.24
16000,conversational_69,268.9830508474742,1041.36328125,844.078125,49.3,2.69,9.24
16001,conversational_69,268.9830508474742,1041.36328125,844.078125,49.3,2.69,9.24
16002,conversational_69,281.7391304347975,1041.36328125,2109.578125,57.4,2.69,9.24
16003,conversational_69,281.7391304347975,1041.36328125,2109.578125,57.4,2.69,9.24
16004,conversational_69,294.430379746849,1041.94140625,2109.578125,0.0,2.69,9.24
16005,conversational_69,294.430379746849,1041.94140625,2109.578125,0.0,2.69,9.24
16006,conversational_69,304.38202247192254,1041.94140625,2109.578125,0.0,2.69,9.24
16007,conversational_69,304.38202247192254,1041.94140625,2109.578125,0.0,2.69,9.24
16008,conversational_69,312.3232323232438,1041.94140625,2109.578125,0.0,2.69,9.24
16009,conversational_69,312.3232323232438,1041.94140625,2109.578125,0.0,2.69,9.24
16010,conversational_69,318.80733944955193,1041.94140625,2109.578125,0.0,2.69,9.24
16011,conversational_69,318.80733944955193,1041.94140625,2109.578125,0.0,2.69,9.24
16012,conversational_69,324.3697478991696,1041.94140625,2109.578125,0.0,2.69,9.24
16013,conversational_69,324.3697478991696,1041.94140625,2109.578125,0.0,2.69,9.24
16014,conversational_69,328.5050348567039,1041.94140625,2109.578125,0.0,2.69,9.24
16015,conversational_69,328.5050348567039,1041.94140625,2109.578125,0.0,2.69,9.24
16016,conversational_69,332.4946081955463,1041.94140625,2109.578125,0.0,2.69,9.24
16017,conversational_69,332.4946081955463,1041.94140625,2109.578125,0.0,2.69,9.24
16018,conversational_69,335.81488933601935,1041.94140625,2109.578125,0.0,2.69,9.24
16019,conversational_69,335.81488933601935,1041.94140625,2109.578125,0.0,2.69,9.24
16020,conversational_69,338.84349465745123,1041.94140625,2109.578125,0.0,2.69,9.24
16021,conversational_69,338.84349465745123,1041.94140625,2109.578125,0.0,2.69,9.24
16022,conversational_69,341.5730337078681,1041.94140625,2109.578125,0.0,2.69,9.24
16023,conversational_69,341.5730337078681,1041.94140625,2109.578125,0.0,2.69,9.24
16024,conversational_69,343.7744276940285,1041.94140625,2109.578125,0.0,2.69,9.24
16025,conversational_69,343.7744276940285,1041.94140625,2109.578125,0.0,2.69,9.24
16026,conversational_69,345.90163934426494,1041.94140625,2109.578125,0.0,2.69,9.24
16027,conversational_69,345.90163934426494,1041.94140625,2109.578125,0.0,2.69,9.24
16028,conversational_69,347.8653942742366,1041.94140625,2109.578125,0.0,2.69,9.24
16029,conversational_69,347.8653942742366,1041.94140625,2109.578125,0.0,2.69,9.24
16030,conversational_69,349.49784791965806,1041.94140625,2109.578125,0.0,2.69,9.24
16031,conversational_69,349.49784791965806,1041.94140625,2109.578125,0.0,2.69,9.24
16032,conversational_07,84.0,168.35546875,181.53125,22.8,2.67,9.34
16033,conversational_07,84.0,168.35546875,181.53125,22.8,2.67,9.34
16034,conversational_07,118.97435897442557,1036.06640625,580.078125,0.0,2.67,9.34
16035,conversational_07,118.97435897442557,1036.06640625,580.078125,0.0,2.67,9.34
16036,conversational_07,198.30508474583607,1040.7890625,844.078125,53.4,2.67,9.34
16037,conversational_07,198.30508474583607,1040.7890625,844.078125,53.4,2.67,9.34
16038,conversational_07,233.92405063297602,1041.3046875,844.078125,49.4,2.67,9.34
16039,conversational_07,233.92405063297602,1041.3046875,844.078125,49.4,2.67,9.34
16040,conversational_07,255.95959595965238,1041.5625,844.078125,5.9,2.67,9.34
16041,conversational_07,255.95959595965238,1041.5625,844.078125,5.9,2.67,9.34
16042,conversational_07,270.75630252105805,1041.5625,844.078125,47.4,2.67,9.34
16043,conversational_07,270.75630252105805,1041.5625,844.078125,47.4,2.67,9.34
16044,conversational_07,284.46043165472094,1041.72265625,2109.578125,0.0,2.67,9.34
16045,conversational_07,284.46043165472094,1041.72265625,2109.578125,0.0,2.67,9.34
16046,conversational_07,296.47798742142436,1041.72265625,2109.578125,0.0,2.67,9.34
16047,conversational_07,296.47798742142436,1041.72265625,2109.578125,0.0,2.67,9.34
16048,conversational_07,306.03351955310995,1041.72265625,2109.578125,0.0,2.67,9.34
16049,conversational_07,306.03351955310995,1041.72265625,2109.578125,0.0,2.67,9.34
16050,conversational_07,313.86934673370274,1041.72265625,2109.578125,0.0,2.67,9.34
16051,conversational_07,313.86934673370274,1041.72265625,2109.578125,0.0,2.67,9.34
16052,conversational_07,319.89051094893057,1041.72265625,2109.578125,0.0,2.67,9.34
16053,conversational_07,319.89051094893057,1041.72265625,2109.578125,0.0,2.67,9.34
16054,conversational_07,325.27196652722637,1041.72265625,2109.578125,0.0,2.67,9.34
16055,conversational_07,325.27196652722637,1041.72265625,2109.578125,0.0,2.67,9.34
16056,conversational_07,329.706790123479,1041.72265625,2109.578125,0.0,2.67,9.34
16057,conversational_07,329.706790123479,1041.72265625,2109.578125,0.0,2.67,9.34
16058,conversational_07,333.38108882523574,1041.72265625,2109.578125,0.0,2.67,9.34
16059,conversational_07,333.38108882523574,1041.72265625,2109.578125,0.0,2.67,9.34
16060,conversational_07,336.6310160428004,1041.72265625,2109.578125,0.0,2.67,9.34
16061,conversational_07,336.6310160428004,1041.72265625,2109.578125,0.0,2.67,9.34
16062,conversational_07,339.4110275689409,1041.72265625,2109.578125,0.0,2.67,9.34
16063,conversational_07,339.4110275689409,1041.72265625,2109.578125,0.0,2.67,9.34
16064,conversational_07,342.04009433964023,1041.72265625,2109.578125,0.0,2.67,9.34
16065,conversational_07,342.04009433964023,1041.72265625,2109.578125,0.0,2.67,9.34
16066,conversational_07,344.32071269489427,1041.72265625,2109.578125,0.0,2.67,9.34
16067,conversational_07,344.32071269489427,1041.72265625,2109.578125,0.0,2.67,9.34
16068,conversational_07,346.3607594936868,1041.72265625,2109.578125,0.0,2.67,9.34
16069,conversational_07,346.3607594936868,1041.72265625,2109.578125,0.0,2.67,9.34
16070,conversational_07,348.1462925851855,1041.72265625,2109.578125,0.0,2.67,9.34
16071,conversational_07,348.1462925851855,1041.72265625,2109.578125,0.0,2.67,9.34
16072,conversational_07,349.80916030535803,1041.72265625,2109.578125,0.0,2.67,9.34
16073,conversational_07,349.80916030535803,1041.72265625,2109.578125,0.0,2.67,9.34
16074,conversational_70,77.0,155.296875,173.53125,44.1,2.69,9.54
16075,conversational_70,77.0,155.296875,173.53125,44.1,2.69,9.54
16076,conversational_70,97.43589743595197,1035.82421875,580.078125,0.0,2.69,9.54
16077,conversational_70,97.43589743595197,1035.82421875,580.078125,0.0,2.69,9.54
16078,conversational_70,186.77966101701824,1040.5546875,844.078125,99.7,2.69,9.54
16079,conversational_70,186.77966101701824,1040.5546875,844.078125,99.7,2.69,9.54
16080,conversational_70,225.82278481018898,1041.0703125,844.078125,53.1,2.69,9.54
16081,conversational_70,225.82278481018898,1041.0703125,844.078125,53.1,2.69,9.54
16082,conversational_70,249.69696969702474,1041.328125,844.078125,64.0,2.69,9.54
16083,conversational_70,249.69696969702474,1041.328125,844.078125,64.0,2.69,9.54
16084,conversational_70,265.37815126055284,1041.328125,844.078125,4.0,2.69,9.54
16085,conversational_70,265.37815126055284,1041.328125,844.078125,4.0,2.69,9.54
16086,conversational_70,278.56115107918043,1041.90625,2109.578125,0.0,2.69,9.54
16087,conversational_70,278.56115107918043,1041.90625,2109.578125,0.0,2.69,9.54
16088,conversational_70,291.94968553463127,1041.90625,2109.578125,8.1,2.69,9.54
16089,conversational_70,291.94968553463127,1041.90625,2109.578125,8.1,2.69,9.54
16090,conversational_70,302.01117318439435,1041.90625,2109.578125,0.0,2.69,9.54
16091,conversational_70,302.01117318439435,1041.90625,2109.578125,0.0,2.69,9.54
16092,conversational_70,309.9397590361717,1041.90625,2109.578125,0.0,2.69,9.54
16093,conversational_70,309.9397590361717,1041.90625,2109.578125,0.0,2.69,9.54
16094,conversational_70,316.8036529680681,1041.90625,2109.578125,0.0,2.69,9.54
16095,conversational_70,316.8036529680681,1041.90625,2109.578125,0.0,2.69,9.54
16096,conversational_70,322.25941422597083,1041.90625,2109.578125,0.0,2.69,9.54
16097,conversational_70,322.25941422597083,1041.90625,2109.578125,0.0,2.69,9.54
16098,conversational_70,326.7746913580467,1041.90625,2109.578125,0.0,2.69,9.54
16099,conversational_70,326.7746913580467,1041.90625,2109.578125,0.0,2.69,9.54
16100,conversational_70,330.802292263631,1041.90625,2109.578125,32.6,2.69,9.54
16101,conversational_70,330.802292263631,1041.90625,2109.578125,32.6,2.69,9.54
16102,conversational_70,334.4919786096452,1041.90625,2109.578125,0.0,2.69,9.54
16103,conversational_70,334.4919786096452,1041.90625,2109.578125,0.0,2.69,9.54
16104,conversational_70,337.4686716792164,1041.90625,2109.578125,0.0,2.69,9.54
16105,conversational_70,337.4686716792164,1041.90625,2109.578125,0.0,2.69,9.54
16106,conversational_70,340.21226415096095,1041.90625,2109.578125,0.0,2.69,9.54
16107,conversational_70,340.21226415096095,1041.90625,2109.578125,0.0,2.69,9.54
16108,conversational_70,342.6503340757405,1041.90625,2109.578125,20.1,2.69,9.54
16109,conversational_70,342.6503340757405,1041.90625,2109.578125,20.1,2.69,9.54
16110,conversational_70,344.6729957806065,1041.90625,2109.578125,0.0,2.69,9.54
16111,conversational_70,344.6729957806065,1041.90625,2109.578125,0.0,2.69,9.54
16112,conversational_70,346.49298597195906,1041.90625,2109.578125,32.6,2.69,9.54
16113,conversational_70,346.49298597195906,1041.90625,2109.578125,32.6,2.69,9.54
16114,conversational_70,348.37786259543435,1041.90625,2109.578125,0.0,2.69,9.54
16115,conversational_70,348.37786259543435,1041.90625,2109.578125,0.0,2.69,9.54
16116,conversational_71,74.0,145.453125,169.53125,64.7,2.66,10.47
16117,conversational_71,74.0,145.453125,169.53125,64.7,2.66,10.47
16118,conversational_71,93.22916666666313,1035.25,580.078125,0.0,2.66,10.47
16119,conversational_71,93.22916666666313,1035.25,580.078125,0.0,2.66,10.47
16120,conversational_71,185.2739726027351,1040.29296875,844.078125,99.6,2.66,10.47
16121,conversational_71,185.2739726027351,1040.29296875,844.078125,99.6,2.66,10.47
16122,conversational_71,225.51020408162844,1040.80859375,844.078125,38.5,2.66,10.47
16123,conversational_71,225.51020408162844,1040.80859375,844.078125,38.5,2.66,10.47
16124,conversational_71,249.9999999999963,1040.80859375,844.078125,95.9,2.66,10.47
16125,conversational_71,249.9999999999963,1040.80859375,844.078125,95.9,2.66,10.47
16126,conversational_71,266.04729729729405,1041.06640625,844.078125,4.2,2.66,10.47
16127,conversational_71,266.04729729729405,1041.06640625,844.078125,4.2,2.66,10.47
16128,conversational_71,277.60115606936125,1041.06640625,844.078125,7.0,2.66,10.47
16129,conversational_71,277.60115606936125,1041.06640625,844.078125,7.0,2.66,10.47
16130,conversational_71,290.40404040403774,1041.9375,2109.578125,0.0,2.66,10.47
16131,conversational_71,290.40404040403774,1041.9375,2109.578125,0.0,2.66,10.47
16132,conversational_71,300.67264573990786,1041.9375,2109.578125,0.0,2.66,10.47
16133,conversational_71,300.67264573990786,1041.9375,2109.578125,0.0,2.66,10.47
16134,conversational_71,308.86203423966873,1041.9375,2109.578125,0.0,2.66,10.47
16135,conversational_71,308.86203423966873,1041.9375,2109.578125,0.0,2.66,10.47
16136,conversational_71,315.65934065933857,1041.9375,2109.578125,0.0,2.66,10.47
16137,conversational_71,315.65934065933857,1041.9375,2109.578125,0.0,2.66,10.47
16138,conversational_71,321.1409395973135,1041.9375,2109.578125,0.0,2.66,10.47
16139,conversational_71,321.1409395973135,1041.9375,2109.578125,0.0,2.66,10.47
16140,conversational_71,325.90873936580863,1041.9375,2109.578125,0.0,2.66,10.47
16141,conversational_71,325.90873936580863,1041.9375,2109.578125,0.0,2.66,10.47
16142,conversational_71,329.79181622397016,1041.9375,2109.578125,0.0,2.66,10.47
16143,conversational_71,329.79181622397016,1041.9375,2109.578125,0.0,2.66,10.47
16144,conversational_71,333.3556597454724,1041.9375,2109.578125,0.0,2.66,10.47
16145,conversational_71,333.3556597454724,1041.9375,2109.578125,0.0,2.66,10.47
16146,conversational_71,336.5348399246643,1041.9375,2109.578125,0.0,2.66,10.47
16147,conversational_71,336.5348399246643,1041.9375,2109.578125,0.0,2.66,10.47
16148,conversational_71,339.22031896041943,1041.9375,2109.578125,0.0,2.66,10.47
16149,conversational_71,339.22031896041943,1041.9375,2109.578125,0.0,2.66,10.47
16150,conversational_71,341.7735638594479,1041.9375,2109.578125,0.0,2.66,10.47
16151,conversational_71,341.7735638594479,1041.9375,2109.578125,0.0,2.66,10.47
16152,conversational_71,344.0042260961384,1041.9375,2109.578125,0.0,2.66,10.47
16153,conversational_71,344.0042260961384,1041.9375,2109.578125,0.0,2.66,10.47
16154,conversational_71,345.91068740591567,1041.9375,2109.578125,0.0,2.66,10.47
16155,conversational_71,345.91068740591567,1041.9375,2109.578125,0.0,2.66,10.47
16156,conversational_71,347.63497372192546,1041.9375,2109.578125,0.0,2.66,10.47
16157,conversational_71,347.63497372192546,1041.9375,2109.578125,0.0,2.66,10.47
16158,conversational_71,349.2932056543501,1041.9375,2109.578125,0.0,2.66,10.47
16159,conversational_72,81.0,164.94921875,181.53125,32.4,2.69,8.93
16160,conversational_72,81.0,164.94921875,181.53125,32.4,2.69,8.93
16161,conversational_72,112.37113402058907,1035.7421875,580.078125,0.0,2.69,8.93
16162,conversational_72,112.37113402058907,1035.7421875,580.078125,0.0,2.69,8.93
16163,conversational_72,193.8775510203746,1039.97265625,844.078125,81.1,2.69,8.93
16164,conversational_72,193.8775510203746,1039.97265625,844.078125,81.1,2.69,8.93
16165,conversational_72,231.21827411164523,1040.48828125,844.078125,12.3,2.69,8.93
16166,conversational_72,231.21827411164523,1040.48828125,844.078125,12.3,2.69,8.93
16167,conversational_72,253.6437246963301,1040.74609375,844.078125,47.4,2.69,8.93
16168,conversational_72,253.6437246963301,1040.74609375,844.078125,47.4,2.69,8.93
16169,conversational_72,268.8552188551958,1040.74609375,844.078125,88.1,2.69,8.93
16170,conversational_72,268.8552188551958,1040.74609375,844.078125,88.1,2.69,8.93
16171,conversational_72,282.4207492795182,1041.33984375,2109.578125,0.0,2.69,8.93
16172,conversational_72,282.4207492795182,1041.33984375,2109.578125,0.0,2.69,8.93
16173,conversational_72,295.0881612090491,1041.33984375,2109.578125,0.0,2.69,8.93
16174,conversational_72,295.0881612090491,1041.33984375,2109.578125,0.0,2.69,8.93
16175,conversational_72,305.03355704696247,1041.33984375,2109.578125,0.0,2.69,8.93
16176,conversational_72,305.03355704696247,1041.33984375,2109.578125,0.0,2.69,8.93
16177,conversational_72,312.7766599597425,1041.33984375,2109.578125,0.0,2.69,8.93
16178,conversational_72,312.7766599597425,1041.33984375,2109.578125,0.0,2.69,8.93
16179,conversational_72,319.28702010967436,1041.33984375,2109.578125,0.0,2.69,8.93
16180,conversational_72,319.28702010967436,1041.33984375,2109.578125,0.0,2.69,8.93
16181,conversational_72,324.2677824267585,1041.33984375,2109.578125,0.0,2.69,8.93
16182,conversational_72,324.2677824267585,1041.33984375,2109.578125,0.0,2.69,8.93
16183,conversational_72,328.9575289575105,1041.33984375,2109.578125,0.0,2.69,8.93
16184,conversational_72,328.9575289575105,1041.33984375,2109.578125,0.0,2.69,8.93
16185,conversational_72,332.68817204299336,1041.33984375,2109.578125,0.0,2.69,8.93
16186,conversational_72,332.68817204299336,1041.33984375,2109.578125,0.0,2.69,8.93
16187,conversational_72,335.9866220735622,1041.33984375,2109.578125,0.0,2.69,8.93
16188,conversational_72,335.9866220735622,1041.33984375,2109.578125,0.0,2.69,8.93
16189,conversational_72,339.0595611285112,1041.33984375,2109.578125,0.0,2.69,8.93
16190,conversational_72,339.0595611285112,1041.33984375,2109.578125,0.0,2.69,8.93
16191,conversational_72,341.7699115044101,1041.33984375,2109.578125,0.0,2.69,8.93
16192,conversational_72,341.7699115044101,1041.33984375,2109.578125,0.0,2.69,8.93
16193,conversational_72,344.0668523676741,1041.33984375,2109.578125,0.0,2.69,8.93
16194,conversational_72,344.0668523676741,1041.33984375,2109.578125,0.0,2.69,8.93
16195,conversational_72,346.0443037974843,1041.33984375,2109.578125,0.0,2.69,8.93
16196,conversational_72,346.0443037974843,1041.33984375,2109.578125,0.0,2.69,8.93
16197,conversational_72,347.869674185451,1041.33984375,2109.578125,0.0,2.69,8.93
16198,conversational_72,347.869674185451,1041.33984375,2109.578125,0.0,2.69,8.93
16199,conversational_72,349.64200477325755,1041.33984375,2109.578125,0.0,2.69,8.93
16200,conversational_72,349.64200477325755,1041.33984375,2109.578125,0.0,2.69,8.93
16201,conversational_73,79.0,161.57421875,177.53125,16.5,2.7,9.6
16202,conversational_73,79.0,161.57421875,177.53125,16.5,2.7,9.6
16203,conversational_73,105.69948186536865,1035.2578125,580.078125,0.0,2.7,9.6
16204,conversational_73,105.69948186536865,1035.2578125,580.078125,0.0,2.7,9.6
16205,conversational_73,191.46757679190873,1039.95703125,844.078125,99.7,2.7,9.6
16206,conversational_73,191.46757679190873,1039.95703125,844.078125,99.7,2.7,9.6
16207,conversational_73,229.5165394402928,1040.73046875,844.078125,99.7,2.7,9.6
16208,conversational_73,229.5165394402928,1040.73046875,844.078125,99.7,2.7,9.6
16209,conversational_73,252.94117647066665,1040.73046875,844.078125,78.0,2.7,9.6
16210,conversational_73,252.94117647066665,1040.73046875,844.078125,78.0,2.7,9.6
16211,conversational_73,268.4654300169326,1040.98828125,844.078125,38.6,2.7,9.6
16212,conversational_73,268.4654300169326,1040.98828125,844.078125,38.6,2.7,9.6
16213,conversational_73,281.12391930841045,1040.98828125,2109.578125,0.0,2.7,9.6
16214,conversational_73,281.12391930841045,1040.98828125,2109.578125,0.0,2.7,9.6
16215,conversational_73,293.5687263556682,1041.31640625,2109.578125,0.0,2.7,9.6
16216,conversational_73,293.5687263556682,1041.31640625,2109.578125,0.0,2.7,9.6
16217,conversational_73,303.4714445689209,1041.31640625,2109.578125,0.0,2.7,9.6
16218,conversational_73,303.4714445689209,1041.31640625,2109.578125,0.0,2.7,9.6
16219,conversational_73,311.6817724068959,1041.31640625,2109.578125,0.0,2.7,9.6
16220,conversational_73,311.6817724068959,1041.31640625,2109.578125,0.0,2.7,9.6
16221,conversational_73,318.29826166518626,1041.31640625,2109.578125,0.0,2.7,9.6
16222,conversational_73,318.29826166518626,1041.31640625,2109.578125,0.0,2.7,9.6
16223,conversational_73,323.45058626469205,1041.31640625,2109.578125,0.0,2.7,9.6
16224,conversational_73,323.45058626469205,1041.31640625,2109.578125,0.0,2.7,9.6
16225,conversational_73,328.12982998457727,1041.31640625,2109.578125,0.0,2.7,9.6
16226,conversational_73,328.12982998457727,1041.31640625,2109.578125,0.0,2.7,9.6
16227,conversational_73,332.13773314206844,1041.31640625,2109.578125,0.0,2.7,9.6
16228,conversational_73,332.13773314206844,1041.31640625,2109.578125,0.0,2.7,9.6
16229,conversational_73,335.4082998661606,1041.31640625,2109.578125,0.0,2.7,9.6
16230,conversational_73,335.4082998661606,1041.31640625,2109.578125,0.0,2.7,9.6
16231,conversational_73,338.51944792976434,1041.31640625,2109.578125,0.0,2.7,9.6
16232,conversational_73,338.51944792976434,1041.31640625,2109.578125,0.0,2.7,9.6
16233,conversational_73,341.2042502951858,1041.31640625,2109.578125,0.0,2.7,9.6
16234,conversational_73,341.2042502951858,1041.31640625,2109.578125,0.0,2.7,9.6
16235,conversational_73,343.5340022296795,1041.31640625,2109.578125,0.0,2.7,9.6
16236,conversational_73,343.5340022296795,1041.31640625,2109.578125,0.0,2.7,9.6
16237,conversational_73,345.6464379947429,1041.31640625,2109.578125,0.0,2.7,9.6
16238,conversational_73,345.6464379947429,1041.31640625,2109.578125,0.0,2.7,9.6
16239,conversational_73,347.5426278836738,1041.31640625,2109.578125,0.0,2.7,9.6
16240,conversational_73,347.5426278836738,1041.31640625,2109.578125,0.0,2.7,9.6
16241,conversational_73,349.11694510741677,1041.31640625,2109.578125,2.2,2.7,9.6
16242,conversational_73,349.11694510741677,1041.31640625,2109.578125,2.2,2.7,9.6
16243,conversational_74,78.0,150.94921875,173.53125,48.2,2.69,9.48
16244,conversational_74,78.0,150.94921875,173.53125,48.2,2.69,9.48
16245,conversational_74,97.42268041234556,1035.5234375,580.078125,0.0,2.69,9.48
16246,conversational_74,97.42268041234556,1035.5234375,580.078125,0.0,2.69,9.48
16247,conversational_74,187.07482993194037,1039.875,844.078125,55.1,2.69,9.48
16248,conversational_74,187.07482993194037,1039.875,844.078125,55.1,2.69,9.48
16249,conversational_74,225.88832487306723,1040.390625,844.078125,5.1,2.69,9.48
16250,conversational_74,225.88832487306723,1040.390625,844.078125,5.1,2.69,9.48
16251,conversational_74,249.4949494949128,1040.6484375,844.078125,26.7,2.69,9.48
16252,conversational_74,249.4949494949128,1040.6484375,844.078125,26.7,2.69,9.48
16253,conversational_74,265.71428571425326,1040.6484375,844.078125,11.4,2.69,9.48
16254,conversational_74,265.71428571425326,1040.6484375,844.078125,11.4,2.69,9.48
16255,conversational_74,278.5611510791075,1041.2265625,2109.578125,0.0,2.69,9.48
16256,conversational_74,278.5611510791075,1041.2265625,2109.578125,0.0,2.69,9.48
16257,conversational_74,292.31738035262606,1041.2265625,2109.578125,0.0,2.69,9.48
16258,conversational_74,292.31738035262606,1041.2265625,2109.578125,0.0,2.69,9.48
16259,conversational_74,301.78770949718216,1041.2265625,2109.578125,0.0,2.69,9.48
16260,conversational_74,301.78770949718216,1041.2265625,2109.578125,0.0,2.69,9.48
16261,conversational_74,309.9497487436959,1041.2265625,2109.578125,0.0,2.69,9.48
16262,conversational_74,309.9497487436959,1041.2265625,2109.578125,0.0,2.69,9.48
16263,conversational_74,316.80365296801546,1041.2265625,2109.578125,0.0,2.69,9.48
16264,conversational_74,316.80365296801546,1041.2265625,2109.578125,0.0,2.69,9.48
16265,conversational_74,322.1757322175536,1041.2265625,2109.578125,0.0,2.69,9.48
16266,conversational_74,322.1757322175536,1041.2265625,2109.578125,0.0,2.69,9.48
16267,conversational_74,327.02702702700867,1041.2265625,2109.578125,0.0,2.69,9.48
16268,conversational_74,327.02702702700867,1041.2265625,2109.578125,0.0,2.69,9.48
16269,conversational_74,331.03942652328027,1041.2265625,2109.578125,0.0,2.69,9.48
16270,conversational_74,331.03942652328027,1041.2265625,2109.578125,0.0,2.69,9.48
16271,conversational_74,334.58193979931485,1041.2265625,2109.578125,0.0,2.69,9.48
16272,conversational_74,334.58193979931485,1041.2265625,2109.578125,0.0,2.69,9.48
16273,conversational_74,337.4294670846241,1041.2265625,2109.578125,0.0,2.69,9.48
16274,conversational_74,337.4294670846241,1041.2265625,2109.578125,0.0,2.69,9.48
16275,conversational_74,340.0589970501329,1041.2265625,2109.578125,0.0,2.69,9.48
16276,conversational_74,340.0589970501329,1041.2265625,2109.578125,0.0,2.69,9.48
16277,conversational_74,342.4832962137904,1041.2265625,2109.578125,0.0,2.69,9.48
16278,conversational_74,342.4832962137904,1041.2265625,2109.578125,0.0,2.69,9.48
16279,conversational_74,344.69656992083105,1041.2265625,2109.578125,0.0,2.69,9.48
16280,conversational_74,344.69656992083105,1041.2265625,2109.578125,0.0,2.69,9.48
16281,conversational_74,346.49298597192745,1041.2265625,2109.578125,0.0,2.69,9.48
16282,conversational_74,346.49298597192745,1041.2265625,2109.578125,0.0,2.69,9.48
16283,conversational_74,348.23473282441176,1041.2265625,2109.578125,0.0,2.69,9.48
16284,conversational_74,348.23473282441176,1041.2265625,2109.578125,0.0,2.69,9.48
16285,conversational_75,74.0,151.4140625,169.53125,25.2,2.67,10.85
16286,conversational_75,74.0,151.4140625,169.53125,25.2,2.67,10.85
16287,conversational_75,93.22916666666313,1035.1796875,580.078125,0.0,2.67,10.85
16288,conversational_75,93.22916666666313,1035.1796875,580.078125,0.0,2.67,10.85
16289,conversational_75,185.6655290102205,1040.39453125,844.078125,99.7,2.67,10.85
16290,conversational_75,185.6655290102205,1040.39453125,844.078125,99.7,2.67,10.85
16291,conversational_75,226.27551020407742,1040.91015625,844.078125,22.7,2.67,10.85
16292,conversational_75,226.27551020407742,1040.91015625,844.078125,22.7,2.67,10.85
16293,conversational_75,250.81300813007758,1040.91015625,844.078125,8.1,2.67,10.85
16294,conversational_75,250.81300813007758,1040.91015625,844.078125,8.1,2.67,10.85
16295,conversational_75,266.44182124787903,1041.16796875,844.078125,53.0,2.67,10.85
16296,conversational_75,266.44182124787903,1041.16796875,844.078125,53.0,2.67,10.85
16297,conversational_75,278.75722543352305,1041.16796875,1059.578125,2.9,2.67,10.85
